JHH-4500200040,45,92|4500200040, 4500200045, 4500200092|Cost Center
JHHS-4500200055,4500200090|4500200055, 4500200090|Cost Center
JHHS-4500200055,91,92,96|4500200055, 4500200091, 4500200092, 4500200096|Cost Center
JHHS-4500200085,96|4500200085, 4500200096|Cost Center
JHHS-4500200093,4|4500200093, 4500200094|Cost Center
JHHS IT JD3|4500210301, 4500210302, 4500210304, 4500210315, 4500210317, 4500210402, 5850020010, 5850020020, 5850020050, 5850020060, 5850020090, 5850022006, 5870010045|Cost Center
JHHS-4500220001-2-IpCoding|4500220001, 4500220002|Cost Center
JHHS-4500220001,2,3|4500220001, 4500220002, 4500220003|Cost Center
JHHS HIM Ops|4500220001, 4500220002, 4500220003, 4500220004, 4500220005, 4500220006, 4500220007|Cost Center
JHHS-4500220001,2,3,5,7|4500220001, 4500220002, 4500220003, 4500220005, 4500220007|Cost Center
JHHS-MGR-00304572|4500220001, 4500220002, 4500220003, 4500220005, 4500220007, 6500002001|Cost Center
JHHS HIM|4500220003, 4500220004, 4500220005, 4500220007|Cost Center
JHHS-4500220005,7|4500220005, 4500220007|Cost Center
JHHS-4530010010,4530010011|4530010010, 4530010011|Cost Center
JHHS-4530010010,20|4530010010, 4530010020|Cost Center
JHSCS-4617525000,55000,468,676|4617525000, 4617555000, 4680020020, 4680020070, 4803817502, 6760010010|Cost Center
JHSCS-MGR-00317968|4617525000, 4617555000, 4680020020, 4680020070, 6730010010, 6760010010|Cost Center
JHSCS-MGR-00287689|4620010010, 4680020010, 4680020030, 4680020040, 4680020060, 4700010030, 6700010010, 6710010010, 6720010010, 6730010010, 6740010010, 6740010030, 6750010010|Cost Center
JHHS-MGR-00043755|4620010010, 5200147300, 5200147310, 5200147320, 5200147380, 5200147430, 5200147440, 5200147580, 5200147600, 5200147610, 5200147670, 5200147680, 5200147700, 5200147710, 5200147720, 5200147730, 5200147740, 5200147750, 5200147790, 5200147800, 6021337900, 6301020258|Cost Center
JHHS-INTNL-SF1-Bill-PtFin|4620010010, 5200147300, 5200147310, 5200147320, 5200147380, 5200147430, 5200147440, 5200147590, 5200147600, 5200147670, 5200147710, 6021337900, 6301020258|Cost Center
JHHS International|4620010010, 5200147300, 5200147310, 5200147320, 5200147380, 5200147430, 5200147440, 5200147600, 5200147670, 5200147710, 6021337900, 6301020258|Cost Center
JHHR-Bethesda-Columbia-Admin|4620010010, 5550000100, 5550000400, 5550000500|Cost Center
JHHR-MGR-00244009|4620010010, 5550000100, 5550000400, 5550000500, 5550000510, 5550000520, 5550000530, 5550000540, 5550000550, 5550000560|Cost Center
JHHR-Imaging-GS,White Marsh,Co|4620010010, 5550000200, 5550000210, 5550000240, 5550000260, 5550000300, 5550000310, 5550000320, 5550000330, 5550000340, 5550000350, 5550000400, 5550000410, 5550000420, 5550000430, 5550000440, 5550000450, 5550000500, 5550000510, 5550000520, 5550000530, 5550000540, 5550000550, 5550000560, 5550000800, 5550000810, 5550000820, 5550000830, 5550000840, 5550000850, 5550000860|Cost Center
JHSCS-GLOBAL-byCC|4680010010, 4680020010, 4680020020, 4680020030, 4680020040, 4680020050, 4680020060, 4680020070, 4680020080, 6700010010, 6710010010|Cost Center
JHSCS-MGR-00283171|4680010010, 4680020010, 4680020020, 4680020030, 4680020040, 4680020050, 4680020060, 4680020070, 6710010010, 6720010010, 6730010010, 6740010010, 6750010010, 6760010010|Cost Center
JHSCS-60009353|4680010010, 4680020010, 4680030010|Cost Center
JHSCS-MGR-00283180|4680020010, 4680020020, 4680020030, 4680020040, 4680020050, 4680020060, 4680020070, 4680020080, 4680030010, 6710010010, 6720010010, 6730010010, 6740010010, 6740010030, 6750010010, 6760010010|Cost Center
JHSCS-4680020010,20,30,80|4680020010, 4680020020, 4680020030, 4680020080|Cost Center
JHSCS-MGR-00287751|4680020010, 4680020030, 4680020040, 6740010010, 6780010010|Cost Center
JHSCS-MGR-00283117|4680020010, 4680020040, 4680020080, 4689999999, 6700010010, 6710010010|Cost Center
JHSCS-4680020010-GS Pav III|4680020010, 4680020080|Cost Center
JHSCS-MGR-00297244|4680020020, 4680020070, 6730010010, 6760010010|Cost Center
JHH-MGR-00304918,00313304|4800610301, 4800610302, 4800610303, 4800610305, 4800610308, 4800610311, 4800610313, 4800610314, 4800610319, 4800610400, 4800610401, 4800610403, 4800610404, 4800610405|Cost Center
JHH Nutrition|4800610301, 4800610302, 4800610303, 4800610305, 4800610308, 4800610311, 4800610313, 4800610314, 4800610400, 4800610401, 4800610403, 4800610404, 4800610405|Cost Center
JHH Nutrition|4800610302, 4800610303, 4800610304, 4800610305, 4800610308, 4800610311, 4800610313, 4800610314, 4800610400, 4800610401, 4800610403, 4800610404, 4800610405|Cost Center
JHH-MGR-00353665|4800610303, 4800610304, 4800610305, 4800610308, 4800610311, 4800610313, 4800610314, 4800610400, 4800610401, 4800610403, 4800610404, 4800610405|Cost Center
JHH-MGR-00341389|4800610305, 4800610308, 4800610319, 4800610400, 4800610401, 4800610403, 4800610404, 4800610405|Cost Center
JHH-4800610400,3,5|4800610400, 4800610403, 4800610405|Cost Center
JHH-4800610404,5-PatSrvAst/OSK|4800610404, 4800610405|Cost Center
JHH-MGR-00142388|4800810013, 4800810303, 4800810306, 4800810308, 4800810309, 4800810310, 4800810311, 4800810312, 4801310030, 4803817544, 4805310403, 4806210000, 4807217900|Cost Center
JHH-10001981,83,2013|4803310023, 4803310425, 4803310426, 4803310431, 4803317420, 4803317422|Cost Center
JHH-JBM|4803310023, 4803310431, 4803317422, 4803317933|Cost Center
JHH Pathology|4803310428, 4803317402, 4803317403, 4803317405, 4803317406, 4803317422, 4803317434, 4803398062, 4803398069, 4807210000|Cost Center
JHH Pathology - Core Labs|4803310428, 4803317402, 4803317403, 4803317405, 4803317406, 4803317434, 4803398062, 4807210000|Cost Center
JHH-JB2,JB3,JBA,JBF|4803310428, 4803317402, 4803317403, 4803317406, 4803317434, 4807210000|Cost Center
JHH-BY5,JC0,JC1-6|4803358053, 4803358054, 4803358055, 4803358056, 4803358059|Cost Center
JHHR-MGR-00151471|4803610090, 4803610480, 5550000100|Cost Center
JHHR-IR|4803610090, 4803617460|Cost Center
JHHR-4803610480,5550000100|4803610480, 5550000100|Cost Center
JHHR-4803610481-491-eRad-IT|4803610481, 4803610491|Cost Center
JHHR-4803617442-5550000200|4803617442, 5550000100, 5550000200|Cost Center
JHHR-4803617460-IntervRad|4803617460, 5550000270|Cost Center
JHHR-4803617511-5550000100-500|4803617511, 5550000100, 5550000200, 5550000500|Cost Center
MULTI-MGR-00099189|4805510001, 4805517430, 4805517431, 4805517432, 4805518000, 4805518001, 4805518002, 4805518003, 4805518005, 4805518006, 4805518007, 4805518008, 4805518009, 4805518010, 4805518011, 4805518015, 4805518016, 4805518017, 4805518018, 4805518019, 4805518020, 4805518021, 4805518023, 4805518024, 4805518025, 4805518027, 4805518028, 4805518029, 4805518030, 4805518035, 4805518036, 6408250211, 6583271203|Cost Center
HCGH-MGR-00322171|4805518015, 6405560000, 6406120000, 6406121000, 6406122000, 6406315000, 6407000000, 6407010000, 6407012000, 6407015000, 6407041000, 6407045000, 6407050000, 6407060000, 6407070000, 6407071000, 6407080000, 6407120000, 6407125000, 6407130000, 6407140000, 6407210000, 6407215000, 6407230000, 6407235000, 6407240000, 6407310000, 6407320000, 6407340000, 6407350000, 6407360000, 6407410000, 6407420000, 6407424000, 6407440000, 6407520000, 6407550000, 6408210000, 6408340000, 6408810000|Cost Center
JHHS-5200147300,600|5200147300, 5200147600|Cost Center
JHHS-MGR-00069999|5200147320, 5200147440, 5200147510, 5200147610, 5200147670|Cost Center
JHHS-5200147340,5200147440|5200147340, 5200147440|Cost Center
JHHS-5200147710, 61-Proj|5200147710, 5200147761|Cost Center
JHHS-MGR-00155757|5200147710, 5200147920|Cost Center
HCG-MGR-00237126|5300010060, 5300010070, 5300010100, 5300010110, 5300010130, 5400010020, 5400010040, 5400010050, 5400010060, 5400010070, 5400010080, 5400010110, 5400010130, 5400010140, 5400010160, 5400010180, 5400010190, 5400010200, 5400010230, 5400010240, 5400010260, 5400010420, 5400010430|Cost Center
JHHC-N41,2,44,49,4A,M,Q,R,W|5501040261, 5501040425, 5501040520, 5501040530, 5501040540, 5501040550, 5501040570, 5501040630, 5501040680, 5501040690, 5501040720, 5501040725, 5501040790|Cost Center
JHHC-N4F,N4T,N46|5501040360, 5501040430, 5501040445, 5501040450, 5501040740, 5501040745|Cost Center
JHHP - Case Mgmt|5501040360, 5501040500|Cost Center
JHHP 5501040360, 5501040740|5501040360, 5501040740|Cost Center
JHHP 5501040410, 5501040415|5501040410, 5501040415|Cost Center
JHHC-N58|5501040455, 5501040480|Cost Center
JHHC-10001775,60004980|5501040455, 5501040480, 5501040500|Cost Center
JHHP- 5501040480, 5501040500|5501040480, 5501040500|Cost Center
JHHC-5501040505,06,07|5501040505, 5501040506, 5501040507|Cost Center
JHHC-N59|5501040505, 5501040507|Cost Center
JHHC-N45,N60|5501040590, 5501040591, 5501040592, 5501040593, 5501040596, 5501040597, 5501040850|Cost Center
JHHC-N45|5501040590, 5501040593, 5501040597, 5501040850|Cost Center
JHHP - 5501040591,92,93,96|5501040591, 5501040592, 5501040593, 5501040596|Cost Center
JHHR-5550000100,200,300|5550000100, 5550000200, 5550000300|Cost Center
JHHR-MGR-00143207|5550000200, 5550000210, 5550000220, 5550000230, 5550000240, 5550000250, 5550000260, 5550000310, 5550000330, 5550000340, 5550000350, 5550000500, 5550000510, 5550000520, 5550000530, 5550000540, 5550000550, 5550000560, 5550000800, 5550000810, 5550000820, 5550000830, 5550000840, 5550000850, 5550000860|Cost Center
JHHR-WhiteMarsh,Columbia|5550000300, 5550000310, 5550000320, 5550000330, 5550000340, 5550000350, 5550000400, 5550000600|Cost Center
JHHR - 5550000500,10,20,30,40,50,60|5550000500, 5550000510, 5550000520, 5550000530, 5550000540, 5550000550, 5550000560|Cost Center
JHRP-MGR-00360050|5900010010, 5910010010, 5920000001, 5920000002, 5920000003, 5920000004, 5920000005, 5920000006, 5920000007, 5920000008, 5920000009, 5920000010, 5920000011, 5920000012, 5920000013, 5920000014, 5920000015, 5920000016, 5920000017, 5920000018, 5920000019, 5920000020, 5920000021, 5920000022, 5920000023, 5920000024, 5920000025, 5920000026, 5920000027, 5920000028, 5920000029, 5920000030, 5920000031, 5920000032, 5920000033, 5920000034, 5920001000, 5920002000, 5920003000, 5920004000, 5920005000, 5920006000, 5920007000, 5920008000, 5920009000, 5920010010, 5920020010, 5920100000, 5920200000, 5920300000, 5920400000, 5920500000, 5920600000, 5920700000, 5920800000, 5920900000, 5921000000, 5921100000, 5930000001, 5930000002, 5930000003, 5930000004, 5930000005, 5930000006, 5930000007, 5930010010, 5940000001, 5940000002, 5940000003, 5940000004, 5940000005, 5940010010, 5940100000, 5940200000, 5940300000, 5940400000, 5940500000, 5950010010, 5960010010|Cost Center
JHRP-BA591 CSCM|5910010010, 5919999998, 5919999999|Cost Center
JHRP-ENTAA Care BA592|5920000001, 5920000002, 5920000003, 5920000004, 5920000005, 5920000006, 5920000007, 5920000008, 5920000009, 5920000010, 5920000011, 5920000012, 5920000013, 5920000014, 5920000015, 5920000016, 5920000017, 5920000018, 5920000019, 5920000020, 5920000021, 5920000022, 5920000023, 5920000024, 5920000025, 5920000026, 5920000027, 5920000028, 5920000029, 5920000030, 5920000031, 5920000032, 5920001000, 5920002000, 5920003000, 5920004000, 5920005000, 5920006000, 5920007000, 5920008000, 5920010010, 5920020010, 5920100000, 5920200000, 5920300000, 5920400000, 5920500000, 5920600000, 5920700000, 5920800000, 5920900000, 5921000000, 5921100000, 5929999998, 5929999999|Cost Center
JHRP-60011313|5920010010, 5920300000|Cost Center
JHRP-BA593-Infect Disease|5930000001, 5930000002, 5930000003, 5930000004, 5930000005, 5930000006, 5930010010, 5939999998, 5939999999|Cost Center
JHRP-60011316,60011751-4-Neuro|5940000004, 5940010010, 5940200000, 5940300000, 5940400000, 5940500000|Cost Center
JHRP-5940000004,5940500000|5940000004, 5940500000|Cost Center
JHRP-MGR-00318554|5940000005, 5940400000|Cost Center
JHRP-5940010010,5940200000|5940010010, 5940200000|Cost Center
JHRP-5940010010,5940300000|5940010010, 5940300000|Cost Center
SH-NursingbyCC|6001116015, 6001116016, 6001116018, 6001116020, 6001116021, 6001126340, 6001126342, 6001126348, 6001136381, 6001146280, 6001156343, 6001206375, 6001206377, 6001206378, 6001208682, 6001316360, 6001316363, 6001326362, 6001336361, 6001336365, 6001338100, 6001338718, 6001406022, 6001408747, 6001408748, 6001408750, 6001408751, 6001508350, 6001508620, 6001508652, 6001606025, 6001606345, 6001606346, 6001606347, 6001606384, 6001607436, 6001607501, 6001608757, 6002207426, 6002207427, 6002307442, 6002407414, 6002407415, 6002407417, 6002407450, 6002407456, 6002506285, 6002506349, 6002508470, 6002508752, 6003107457, 6003107459, 6005308575, 6005408626, 6005408670, 6005408678, 6005408681, 6007108610, 6111336800|Cost Center
SMH-6301020227,6301091003,4,11|6301020227, 6301091003, 6301091004, 6301091311|Cost Center
SMH-MGR-00044068|6301020470, 6301030101, 6301060372, 6301060373|Cost Center
SMH-60004784,4801|6301040201, 6301040502|Cost Center
HCGH-60004311-3;60012026|6405350000, 6408910000, 6408920000, 6408930000|Cost Center
HCGH-MGR-00217093|6405410000, 6406010000, 6406038000|Cost Center
HCGH-MGR-00038349|6405700000, 6406215000, 6406250000, 6406310000, 6406350000|Cost Center
HCGH-6406810000,6406820000|6406810000, 6406820000|Cost Center
ACH-MEHRLER1|6500000100, 6500000101, 6500000102, 6500000103, 6500000104, 6500000106, 6500000201, 6500000300, 6500000303, 6500000304, 6500000400, 6500000402, 6500000403, 6500000404, 6500000406, 6500000410, 6500000434, 6500000435, 6500000570, 6500000600, 6500001004, 6500001303, 6500001304, 6500001306, 6500001307, 6500001308, 6500001309, 6500001310, 6500001311, 6500001400, 6500001401, 6500001402, 6500001403, 6500001404, 6500001405, 6500001406, 6500001407, 6500001600, 6500001610, 6500001622, 6500002745, 6500006026, 6560000100, 6560001610, 6560002708, 6580070302, 6580070414|Cost Center
ACH-JOLSEN12|6500000109, 6500000434, 6500001004, 6500001613, 6500002000, 6500002001, 6500002002, 6500002003, 6500002004, 6500002005, 6500002006, 6500002007, 6500002100, 6500002101, 6500002102, 6500002103, 6500002104, 6500002106, 6500002107, 6500002108, 6500002109, 6500002310, 6500002315, 6500002703, 6500002713, 6500002752, 6500007514, 6500088087, 6500102000, 6502202000, 6502402000, 6503102105, 6580072708|Cost Center
ACH-JPERNO1|6500001305, 6500001400, 6500001401, 6500001402, 6500001403, 6500001404, 6500001405, 6500001406, 6500001407, 6500001500, 6500001501, 6500001502, 6500001503, 6500001504, 6500001505, 6500001506, 6500001507, 6500001508, 6500001509, 6500001510, 6500001511, 6500001512, 6500001513, 6500001607, 6500001608, 6500002604, 6500002605, 6500002701, 6500002705, 6500002707, 6500002726, 6500002734, 6500002752, 6500002765, 6500087537, 6500101607|Cost Center
ACH-6500002100,2101,2102,2103|6500002100, 6500002101, 6500002102, 6500002103|Cost Center
ACH-KGILLET3|6500002108, 6500002709|Cost Center
ACH-JBARTLE8|6500002315, 6500002706, 6530002724|Cost Center
ACH-KNEWMA22|6500002700, 6530002724|Cost Center
